target,subject
1,NORTON SYSTEMWORKS 2002 CLEARANCE SALE! 6801wbRq4-940mJbj463-19
1,=?big5?Q?=A5x=C6W=A4H=A3x=A5i=A9=C8=A7A=AC=DD?=
0,Re: Sorting
0,Re: Goodbye Global Warming
0,Re: Avast there matey
0,SChoolHouseRocks DVD
1,Toners and inkjet cartridges for less.... F
0,Adams linked to IRA death squad
0,[Spambayes] all but one testing
1,<><><> TOMORROWS WINNERS TODAY <><><>
1,Dental Coverage For $6.95 Per Month
1,business news: a marketing product to make all others obsolete 21107543
1,New.. Find out ANYTHING about ANYONE with your PC
0,Rapid immune reaction key to staving off AIDS
0,FOAF explorer
1,Quick Cash!
1,[ILUG-Social] re: Guaranteed to lose 10-12 lbs in 30 days 10.148
1,"Bigger, Fuller Breasts Naturally In Just Weeks! uqouq"
0,Re: [Webdev] PHP/MySQL Virtual Hosting Recommendations?
1,FUTURE GOALS
0,[Spambayes] timtest broke?
1,Half Price Cigarettes and Tobacco
0,Re: [SAdev] 2.42 to come ?
0,[SAdev] [Bug 813] add Bayesian spam filtering
1,"Freedom - $1,021,320.00 per year."
0,The secret passion that staggered Westminster
0,[zzzzteana]
1,"zzzz, do we have your money?"
0,Bright dust rings highlight Earth-like planets
1,We are Slashing our Term Rates!
0,Snag Ware
0,Apple Sauced...again
0,Google News
0,Re: EBusiness
0,Re: Quick php advice needed :-)
0,Fly free
1,Herbal Viagra 30 day trial.... LMK
1,Cd Rom 2000 How To Books
0,Tate unveils its biggest work
0,[Razor-users] false-positive found
0,Sun
0,[Baseline] Raising chickens the high-tech way
0,Re: Exmh && speed
1,Save 70% on laser toner and inkjet cartridges!
0,Re: Java is for kiddies
1,Your First 100 Free Minutes of Long Distance! Your First 100 Free Minutes of Long Distance!
0,Re: Asteroids anyone ?
1,Selling Travel in Today's Economy
0,Re: [ILUG] inputting chinese characters in Redhat 7.3
0,Enron finance chief is handcuffed
0,Re: apt repository for irssi
1,*You CAN have the best MORTGAGE rate* 21570
1,Major Stock Play
1,Get out of debt quick! 4179uKlj5-057SXua1524UHkC5-900-28
1,JOIN ME IN MAKING 3 - 7 GRAND per DAY? 968-3
1,Polariod Digital Cameras Only $39.95
0,[ILUG] Serial port trouble
1,FREE ADULT DVD!!! 9We-hbi
0,Fw: some (null) eyecandy packages
0,Re: whoa
1,A rare and wonderful email really!
1,work from home. free info
0,Major's shame over affair leaves Currie indignant
0,[IIU] mailman crash on list host
0,Re: req: Falcon's eye
0,Re: New Sequences Window
1,Interest Rates at Forty Yr. Lows
0,Re: Ximian apt repos?
0,Cast not the first stone
0,"Re: ""Ouch. Ouch. Ouch. Ouch. Ouch....""(was"
0,Re: sprint delivers the next big thing??
0,Re: One scam to rule them all..
0,Clinton: Blair's the man to trust
0,Re: [ILUG-Social] Online Bookstores
0,RE: The Curse of India's Socialism
0,Quick php advice needed :-)
0,find the bug
0,Re: [ILUG] expanding a string multiple times
1,SPS se odrekao Slobodana Milosevica
0,Daypop is back. _Ye-hi._
1,looking 4 real fun 211075433222
0,Re: ALSA (almost) made easy
1,Married but lonely ? 7012AzYa1-040jxGt0341bxgg-24
0,Problem building lame-3.92-fr5.src.rpm on RH8
0,Re: [zzzzteana] Nothing like mama used to make
0,Re: Insert signature
0,Re: From
0,Ultrasound blood purifier tackles fat problem
1,This is where it all begins
1,Toners and inkjet cartridges for less.... BSJMCOIK
0,[Spambayes] can't write to CVS...
0,[Razor-users] SpamNet question
0,[Spambayes] test sets?
0,Re: SF Weekly's Ultimate SF Date lineup :-)
0,[Spambayes] spambayes package?
0,Re: why is decentralization worth worrying about?
0,Re: Anolther sequence related traceback
0,"At last, a real DRM hero"
0,[use Perl] Stories for 2002-09-11
1,FIND ANYONE ANYWHERE ANYTHING
0,Re: What's cool about doing nothing
0,[IIU]
0,Data-mine your hard-drive with SixDegrees
0,[Razor-users] Fun Uses of Razored Mail
0,Re: [ILUG] jpeg patented...
0,Re: [fwd: error exmh 2.5 07/13/2001 ]
1,"Your monthly LaXPress Adults Only Newsletter Dear LAXPress.com customer, You are receiving this email as a result of having joined one of our opt-in adults only newsletter services. If you feel this is in error or someone added your email address without your authorization, please scroll to the BOTTOM of this email and click on the ""remove"" hyperlink. You will be removed AUTOMATICALLY. THIS MONTH'S SPECIAL OFFERS! * * * * * FREE Personals * * * * * For a limited time, we are offering all our customers the option to place their own adults only personals (PHOTO OR NON-PHOTO) ad at LAXPress.com AT NO CHARGE! * * * * * FREE LIVE NUDE CHATROOMS | NO CHARGE FOR ACCESS ! * * * * * Get access to live nude chatrooms from all over the world featuring sexy girls and guys! Sincerely, Nicole Webster http://www.laxpress.com/?opt-in-newsletter P.S. Looking for a great adult search engine? Go to http://www.sexindexer.com/?laxpress Also, check out these 50 NEW ultimate adults only sites! http://www.laxpress.com/50SITES/adultupskirts.html http://www.laxpress.com/50SITES/allpetite.html http://www.laxpress.com/50SITES/amateurfreedom.html http://www.laxpress.com/50SITES/amateuruniversity.html http://www.laxpress.com/50SITES/analdebutants.html http://www.laxpress.com/50SITES/asianexxxstacy.html http://www.laxpress.com/50SITES/averagegirls.html http://www.laxpress.com/50SITES/bearlovin.html http://www.laxpress.com/50SITES/blackdesires.html http://www.laxpress.com/50SITES/boytoylive.html http://www.laxpress.com/50SITES/breathlessboys.html http://www.laxpress.com/50SITES/chixwithdix.html http://www.laxpress.com/50SITES/cutegirlfriend.html http://www.laxpress.com/50SITES/dailyxxxstories.html http://www.laxpress.com/50SITES/darkdamsels.html http://www.laxpress.com/50SITES/darkobsessions.html http://www.laxpress.com/50SITES/dudedorm.html http://www.laxpress.com/50SITES/ebonyonivory.html http://www.laxpress.com/50SITES/eldererotica.html http://www.laxpress.com/50SITES/expectingsex.html http://www.laxpress.com/50SITES/exquisiteasians.html http://www.laxpress.com/50SITES/extremesex.html http://www.laxpress.com/50SITES/fantasticfacials.html http://www.laxpress.com/50SITES/fatfantasies.html http://www.laxpress.com/50SITES/femdomination.html http://www.laxpress.com/50SITES/gayultra.html http://www.laxpress.com/50SITES/goldentrickle.html http://www.laxpress.com/50SITES/granniesnfatties.html http://www.laxpress.com/50SITES/hardcoredigital.html http://www.laxpress.com/50SITES/hardcoremaidens.html http://www.laxpress.com/50SITES/hardinterracial.html http://www.laxpress.com/50SITES/hentaistudios.html http://www.laxpress.com/50SITES/justtoons.html http://www.laxpress.com/50SITES/ladiessecret.html http://www.laxpress.com/50SITES/latinafetish.html http://www.laxpress.com/50SITES/legsnfeet.html http://www.laxpress.com/50SITES/lesbianbordello.html http://www.laxpress.com/50SITES/lickinlovers.html http://www.laxpress.com/50SITES/massivemammories.html http://www.laxpress.com/50SITES/maturedames.html http://www.laxpress.com/50SITES/maturetouch.html http://www.laxpress.com/50SITES/orallovers.html http://www.laxpress.com/50SITES/pinkchocolate.html http://www.laxpress.com/50SITES/pussyquota.html http://www.laxpress.com/50SITES/rawsexvideos.html http://www.laxpress.com/50SITES/seemepee.html http://www.laxpress.com/50SITES/sexyblondes.html http://www.laxpress.com/50SITES/sexybrunettes.html http://www.laxpress.com/50SITES/sexyredheads.html http://www.laxpress.com/50SITES/sexysmokers.html http://www.laxpress.com/50SITES/sexytranssexual.html http://www.laxpress.com/50SITES/shemalelounge.html http://www.laxpress.com/50SITES/sinfulhardcore.html http://www.laxpress.com/50SITES/teenboyz.html http://www.laxpress.com/50SITES/teendreamer.html http://www.laxpress.com/50SITES/teenmaidens.html http://www.laxpress.com/50SITES/totallytits.html http://www.laxpress.com/50SITES/uniformboys.html http://www.laxpress.com/50SITES/voyeuraddicts.html http://www.laxpress.com/50SITES/voyeurdorm.html http://www.laxpress.com/50SITES/voyeurlounge.html ------------------------------------------------------------------------- To be removed from this mailing list click on the link below http://www.laxpress.com/cgi-bin/emailoptin/mail.pl?jm@netnoteinc.com"
1,Keep Your Home Safe
0,"[Razor-users] Smrazor, Milter, and Max connections"
0,"Re: Documentum Acquires E-Room, Melding Content, Collaboration"
0,"Re: OSCOM Berkeley report: Xopus, Bitflux, Plone, Xoops"
0,RE: USA USA WE ARE NUMBER ....six.
0,Re: central management
0,ru stupid
0,"Re: ""requires:"" and relational operators"
0,Re: [SAdev] Adding Scripting to Spam Assassin
0,Insert signature
0,Re: Hanson's Sept 11 message in the National Review
1,Web Pages Load 300% Faster without cable or DSL
0,[ILUG] C++ and C Mailing Lists for Beginners and Advanced
1,CDR: Online TV Deals 312
0,Re: [ILUG] inputting chinese characters in Redhat 7.3
1,good friend nUYiIFa3s19FyqZIEEC3lLvT
0,How to add service port ?
0,Re: [fwd: error exmh 2.5 07/13/2001 ]
0,"Bruce Loebrich has scraped RSS feeds for Google news, and a RSS 2.0 success"
0,Re: Slaughter in the Name of God
0,[ILUG]
0,Re: [zzzzteana] The tenth planet
1,[ILUG] Create a PAYCHECK with your COMPUTER and Enjoy Cheap ISP & shopping Discount.
1,[ILUG-Social] re: how to register one of the new domain extensions
0,RE: [ILUG-Social] Online Bookstores
0,Re: [Razor-users] False Positives on EFF Messages
1,100% Risk-FREE Way To Explosive Profits !
1,The product they dont want you to have...
0,[zzzzteana] Search for missing lynx
0,"dylsexics of the wrold, untie!"
0,Re: Asteroids anyone ?
0,[use Perl] Headlines for 2002-07-20
0,gaim official rpm repository
1,Your Premier Mortgage Information Source
1,"Real Protection, Stun Guns! Free Shipping!"
0,Re: [ILUG] Interesting article on free software licences
0,[Spambayes] Current histograms
1,ADV: Payment processing - 8% flat fee
0,Re: [ILUG] Cobalt question
1,Visa ~ MasterCard ~ American Express ~ Etc. [ll4k4]
0,[ILUG]
1,Telemarketers earn $250+ per lead uio
0,Re: [SAtalk] RBL timed oiut and Spam Assassin killed
0,Re: Asteroids anyone ?
1,URGENT BUSINESS ASSISTANCE
0,Re: Installing RPM
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
0,[ILUG]
0,Right-wing governments 'increase suicide rates'
0,Musharraf keeps his hands on the reins
1,Don't get ripped off! Things to watch out for:
0,Colophon 1
1,Let the TBA Doctor Save Your Tough Cases
0,Re: [ILUG-Social] Anyone in Limerick want to help?
1,Toners and inkjet cartridges for less.... GG
1,"ADV: Extended Auto Warranty -- even older cars... xwczh Protect yourself with an extended warranty for your car, minivan, truck or SUV. Rates can be as much as 60% cheaper than at the dealer! Extend your existing Warranty. Get a new Warranty even if your original Warranty expired. Get a FREE NO OBLIGATION Extended Warranty Quote NOW. Find out how much it would cost to Protect YOUR investment. This is a FREE Service. Simply fill out our FREE NO OBLIGATION form and find out. It's That Easy! Visit our website: http://211.78.96.242/auto/warranty.htm ================================================ To be removed, click below and fill out the remove form: http://211.78.96.242/removal/remove.htm Please allow 72 hours for removal."
0,Re: Selling Wedded Bliss (was
0,RE: [ILUG] [OT] Dell machine giving me hassle.
1,Major Stock Play
0,Re: [fwd: error exmh 2.5 07/13/2001 ]
0,Re: [SAtalk]
1,"ADV: Extended Auto Warranties Here qiakh Protect your financial well-being. Purchase an Extended Auto Warranty for your Car today. CLICK HERE for a FREE no obligation quote. http://www.takemetothesavings.com/warranty/ Car troubles always seem to happen at the worst possible time. Protect yourself and your family with a quality Extended Warranty for your car, truck, or SUV, so that a large expense cannot hit you all at once. We cover most vehicles with less than 150,000 miles. Buy DIRECT! Our prices are 40-60% LESS! We offer fair prices and prompt, toll-free claims service. Get an Extended Warranty on your car today. Warranty plan also includes: 1) 24-Hour Roadside Assistance. 2) Rental Benefit. 3) Trip Interruption Intervention. 4) Extended Towing Benefit. CLICK HERE for a FREE no obligation quote. http://www.takemetothesavings.com/warranty/ --------------------------------------- To unsubscribe, go to: http://www.takemetothesavings.com/stopthemailplease/ Please allow 48-72 hours for removal."
0,Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41
1,$$$$$$For your satellite system$$$$$$ 5283AxpG9-556bGRi3709D-21
0,earthviewer (was
0,Why is it so hard to get a cab in San Francisco?
0,Googlenews
1,100 Lazy People Wanted! ilob
0,West Nile virus transmitted in breast milk
0,RE: The Curse of India's Socialism
0,Re: [ILUG] Sun Solaris..
1,HGH Liquid! Lose Weight...Gain Muscle...Affordable Youth!
1,Toners and inkjet cartridges for less.... DTQAWN
1,Assistance requested(Please Read).
1,Lowest Mortgage Rates Around
1,CDR: Free Term Life Insurance Quotes LGJDG
1,Slim Factors - A totally new approach to weight loss
0,Re: [ILUG] bind + lex + yacc...
0,Re: [SAtalk] Reporting....
0,Doesn't smell like team spirit
0,Re: Asteroids anyone ?
0,Comrade Communism (was
0,Re: [ILUG] find the biggest file
0,[use Perl] Headlines for 2002-09-11
0,"""Holiday Season"" 2002 begins"
0,"Re: advice on 7.3.92 to 7.3.93, and Apt compiling (oh joy)"
0,RE: liberal defnitions
0,RE: Goodbye Global Warming
0,[zzzzteana] Moscow bomber
0,Re: [ILUG] Dell GX260 V Redhat 7.3
0,[Spambayes] Deployment
1,Consolidate high interest credit card debt. hfnvm
0,Re: Recommended Viewing
0,"""Hidden tree"" the secret of Zen garden"
1,asap
1,[ILUG-Social] urgent assistance
0,RE: [SAtalk] How'd this one slip through?
0,Re: Re[3]: Selling Wedded Bliss (was
0,Re: [ILUG] LCD monitors and linux
0,Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41
0,Re: [Razor-users] Authentication Error
0,Re: [SAtalk]
0,Re: building as non-root / newbie question
0,RE: Java is for kiddies
1,get a merchant acount 5226171310
0,Re: [SAdev] 2.40 RELEASE
0,RE: The Curse of India's Socialism
0,Go-ahead for new-style hospitals
0,[Spambayes] test sets?
0,Re: [SAdev] fully-public corpus of mail available
0,RE: [ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3)
1,Herbal Viagra 30 day trial.... XMXP
1,"""Great FREE Offers!"" naaqd"
0,[Razor-users] Upgraded to Razor 2.14
1,Work at Home
1,Viagra Online Now!! 22560
1,Private Label Reseller Hosting - Expires 9/30/2002
0,Re: liberal defnitions
1,Our magazine promotion
0,[ILUG] Irish Copyright
1,ACCEPT CREDIT CARDS & TRIPLE YOUR SALES!! 7968
0,Oracle of Google
0,Re: David
0,Re: [ILUG-Social]
0,Re: [vox] GPL limits put to a test
1,"WE PAY CASH, NOW!"
0,Re: xine src packge still gives errors
0,RE: [ILUG] linux pthreads problem
0,"RE: RPM's %post, %postun etc"
1,Minimize your phone expenses
0,"advice on 7.3.92 to 7.3.93, and Apt compiling"
0,Bits for posterity: Astronomical sleuthing
1,NO SET-UP OR APPLICATION FEE ncify
0,[Razor-users] Collision of hashes?
0,"Re: advice on 7.3.92 to 7.3.93, and Apt compiling"
1,(no subject)
1,Attn: PROTECT YOURSELF AGAINST HARMFUL VIRUSES! SONLSNAIK
0,Re: Wifi query
0,Re: [zzzzteana]
1,Reverse Aging While Burning Fat
0,[WM] The MIME information you requested (last changed 3154 Feb 14)
1,Lowest Mortgage Rates Around
0,Re: [VoID] a new low on the personals tip...
0,TRAMP Update
0,[Razor-users] Problem with SDK 2.03?
0,Re: [ILUG] weekend projects...
1,Cost-Effective MLM/Bizop Phone-Screened Leads
1,Have you planned for your family's future? ZBM
0,RE: [ILUG] Dell GX260 V Redhat 7.3
1,Poor Credit? Get a Mortgage NOW XK
0,"Von Neumann's Best Friend, a bio-pet"
1,$$$$$$For your satellite system$$$$$$ 2467SzaW6-857eRkG8484hNWz3-33-27
1,Refinance Your Existing Mortgage
1,Online Doctors will fill your Viagra Prescription Now!!! QEEB
1,EXTREME COLON CLEANSER16704
0,Re: [ILUG] Modem question
1,LOOK! Desparately Seeking 100 Lazy People....Who Wants To Make Money
1,All Satellite Channels Free !! 27886
1,"Powerball Results Saturday September 14, 2002 Estimated Jackpot $100 Million"
1,hello
1,Awiating your fax response.
1,What Warren Buffett won't tell ya ...
0,Re: bad focus/click behaviours
0,"Documentum Acquires E-Room, Melding Content, Collaboration"
0,Automotive software Easter Egg discovered
1,"Jm, be your own private eye"
0,sprint delivers the next big thing??
0,Glennf responds to warchalking FUD
1,"Hey wassup, Remember me ;) Below is the result of your feedback form. It was submitted by (Pamela@Blinkese.com) on Thursday, July 25, 2002 at 01:23:03 --------------------------------------------------------------------------- : <font size=5><br><br> Hey wassup my names mandy, I got this new webpage, Im trying to see if things look alright before i publish it. Can you come and check it out for me!<br><br> <a href=""http://www.iteensz.us.tt"">Check it out!</a> --------------------------------------------------------------------------- --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by: Jabber - The world's fastest growing real-time communications platform! Don't just IM. Build it in! http://www.jabber.com/osdn/xim _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings"
1,"Let Us ""Show You the Money!"""
1,[ILUG-Social] Low Price Tobacco
0,Re: exmh bug?
0,Re: ALSA (almost) made easy
0,[Razor-users]
0,Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41
1,"Sender: ""AB Sanni"" <babsanni@maktoob.com>"
0,Re: [SAdev] 2.40: ready for release? *NO*
0,Re: ALSA (almost) made easy
